PNR,customer_email,account_number,reward_points_earned,reward_points_burned,total_reward_points,membership_tier_before_transaction,membership_tier,date_points_earned,points_before_transaction
O4XXWJ,michaela.stanley@example.org,5995052691,5220,0,7768,Gold,Diamond,9/12/2022,2548
DEXX4N,patricia.olson@example.net,248010561,742,0,2888,Gold,Gold,9/12/2022,2146
PNXX18,krystal.martinez@example.com,6495978746,3648,0,4642,Silver,Gold,5/31/2022,994
GYXXD0,daniel.vasquez@example.org,8532292392,14,0,146,Silver,Silver,5/31/2022,132
AMXXVH,helen.shields@example.org,9356089062,206,0,359,Silver,Silver,7/22/2022,153
PNXX18,zachary.hernandez@example.org,6240676681,1959,0,2982,,Gold,7/22/2022,1023
A4XXKE,april.nelson@example.com,616834091,53,0,626,Silver,Silver,5/17/2022,573
PYXX5F,stephanie.york@example.com,1447386941,178,0,410,Silver,Silver,5/17/2022,232
CCXXLF,nicole.bryant@example.org,3953109926,609,0,979,Silver,Silver,4/10/2022,370
PTXX6G,alexander.rodriguez@example.net,9545982049,100,0,654,Silver,Silver,4/10/2022,554
ORXX9Q,crystal.hall@example.org,5202775790,156,0,733,Silver,Silver,2/19/2022,577
PTXX6G,james.garrett@example.com,9978091316,300,0,340,Silver,Silver,2/19/2022,40
A7XXJT,james.pope@example.org,8509616674,478,0,901,Silver,Silver,8/6/2022,423
A7XXJT,chad.turner@example.com,6653621155,375,0,693,Silver,Silver,8/6/2022,318
NPXXZC,makayla.gibbs@example.com,596664262,497,0,744,Silver,Silver,8/10/2022,247
PBXXW3,jacob.miller@example.org,9570265337,191,0,265,Silver,Silver,8/10/2022,74
PBXXW3,natalie.nguyen@example.org,6861069593,777,58,835,Silver,Silver,7/22/2022,116
DNXXYS,todd.navarro@example.com,6787045541,96,0,890,Silver,Silver,7/22/2022,794
GRXXRC,sherry.thomas@example.org,2203683820,4470,0,7068,Gold,Diamond,12/24/2021,2598
CNXXDH,charles.brown@example.org,218523083,3660,67,3727,Silver,Gold,12/24/2021,134
N0XXMD,tina.davis@example.net,6407615225,181,0,416,Silver,Silver,9/10/2022,235
N0XXMD,paige.knight@example.org,9651557036,5,0,338,Silver,Silver,8/2/2022,333
J0XX3H,mike.johnson@example.com,9483317637,1119,0,7201,Diamond,Diamond,8/2/2022,6082
JGXXDT,brandi.li@example.com,3005164535,294,0,524,Silver,Silver,8/2/2022,230
FGXX32,james.stewart@example.org,1320493469,28,0,146,Silver,Silver,8/2/2022,118
LRXXYB,martha.jenkins@example.net,4095979615,223,0,430,Silver,Silver,6/1/2022,207
CGXXYF,james.rodriguez@example.net,8780983571,1428,0,4048,Gold,Gold,6/1/2022,2620
FWXXJX,jose.larsen@example.com,145332115,46,0,681,Silver,Silver,8/10/2022,635
IZXXKS,sandra.morris@example.net,4363341018,253,364,634,Silver,Silver,8/10/2022,745
NKXX60,michael.booker@example.com,5570701154,1926,0,3964,Gold,Gold,8/10/2022,2038
D1XX81,roy.lane@example.net,5165906980,3142,0,3525,Silver,Gold,8/10/2022,383
HMXXQX,rebecca.soto@example.com,8129409788,58,0,274,Silver,Silver,8/10/2022,216
CYXXXR,sheri.valentine@example.com,5792935047,1674,0,2476,Silver,Gold,8/10/2022,802
A9XXP2,kevin.smith@example.com,9504001973,30,0,762,Silver,Silver,6/28/2022,732
I9XXPR,jeff.moyer@example.com,4002898322,585,0,954,Silver,Silver,6/28/2022,369
JSXXK3,morgan.spencer@example.com,4866101002,835,0,948,Silver,Silver,6/14/2022,113
GZXX5N,nathaniel.cantrell@example.net,8816109114,1001,0,2225,,Gold,6/14/2022,1224
P1XXEG,kristie.clark@example.net,648287859,4086,0,4746,Silver,Gold,7/28/2022,660
GZXX5N,jennifer.campbell@example.org,2368355449,823,1463,3652,Gold,Gold,7/28/2022,4292
P1XXEG,debra.diaz@example.net,6472781874,115,0,284,Silver,Silver,5/18/2022,169
G7XXP1,john.fields@example.org,5029279663,186,0,715,Silver,Silver,5/18/2022,529
I0XXMB,wendy.schaefer@example.org,4665179304,116,0,924,Silver,Silver,8/29/2022,808
H6XXD6,meredith.schmidt@example.net,5193314516,123,0,954,Silver,Silver,8/29/2022,831
JKXXBK,jeremy.drake@example.net,2239856105,274,0,676,Silver,Silver,9/12/2022,402
F2XXFL,vanessa.evans@example.com,8824521496,1195,0,9325,Diamond,Diamond,5/17/2022,8130
H6XXY7,zachary.deleon@example.net,9407866759,65,136,323,Silver,Silver,5/17/2022,394
AHXXQX,diane.cruz@example.org,662431868,620,0,963,Silver,Silver,8/27/2022,343
CDXXJW,derrick.perry@example.org,5091932624,80,0,321,Silver,Silver,2/24/2022,241
PCXX9G,stacie.williams@example.com,2660167351,465,0,2428,,Gold,8/4/2022,1963
PCXXDS,joyce.johnson@example.net,2598321704,20,0,54,Silver,Silver,8/4/2022,34
BZXX86,autumn.dominguez@example.com,1783586257,555,0,692,Silver,Silver,8/27/2022,137
DLXXLV,patricia.walsh@example.com,7964298766,867,0,4997,Gold,Gold,8/27/2022,4130
DLXXLV,samuel.branch@example.org,1802282957,1032,0,4691,Gold,Gold,7/31/2022,3659
L0XXVR,charles.york@example.org,1412374370,4,0,7,Silver,Silver,7/31/2022,3
FHXXRR,zachary.pham@example.com,6240170908,359,0,396,Silver,Silver,9/2/2022,37
NWXXVN,kimberly.york@example.org,5999034663,3,0,50,Silver,Silver,9/2/2022,47
GRXXBX,garrett.james@example.org,4376335663,1,0,158,Silver,Silver,4/15/2022,157
BLXXL5,timothy.young@example.org,6597766502,3054,0,3095,Silver,Gold,4/15/2022,41
BLXXL5,michael.rose@example.com,5735217371,75,134,498,Silver,Silver,2/8/2022,557
LLXX5L,erica.lee@example.org,8596440509,7333,529,8312,,Diamond,2/8/2022,1508
BSXXSP,ryan.mitchell@example.org,3006223594,2136,0,2272,Silver,Gold,6/8/2022,136
H3XX0Q,barbara.lopez@example.com,1117639687,67,0,321,Silver,Silver,6/8/2022,254
FEXXR5,paul.austin@example.com,4248120763,402,495,963,,Silver,8/23/2022,1056
MEXXGJ,mary.christensen@example.com,2452088861,1163,0,3019,,Gold,8/23/2022,1856
D1XXTX,david.strong@example.com,1760652302,216,0,581,Silver,Silver,8/30/2022,365
LQXXX5,sean.gonzalez@example.net,4706363987,3678,0,4331,Silver,Gold,8/30/2022,653
BQXX46,michael.jones@example.net,5936728118,178,0,569,Silver,Silver,8/6/2022,391
CGXX3R,leslie.edwards@example.com,5672614142,959,0,3974,Gold,Gold,8/6/2022,3015
B1XXZX,barbara.patrick@example.net,2096181127,1,0,197,Silver,Silver,5/9/2022,196
L7XX9V,jacob.johnson@example.net,522497375,1225,0,3583,Gold,Gold,5/9/2022,2358
L7XX9V,michelle.grant@example.com,8821090313,5,0,49,Silver,Silver,7/28/2022,44
HXXXP1,sarah.snow@example.net,5397506002,3,0,383,Silver,Silver,7/28/2022,380
CBXX58,dustin.flores@example.net,872798576,2563,0,3520,Silver,Gold,5/15/2022,957
ALXX2N,brenda.gibson@example.org,8923190913,272,0,610,Silver,Silver,5/15/2022,338
FQXX9G,robert.howell@example.org,4320952678,572,0,619,Silver,Silver,8/20/2022,47
E6XX9Q,sheena.barnes@example.com,1412977199,354,63,417,Silver,Silver,8/20/2022,126
ISXXRH,bethany.chambers@example.com,1052213238,801,0,3836,Gold,Gold,9/4/2022,3035
A1XXXG,brandon.berry@example.com,1646557682,207,1572,4010,Diamond,Gold,9/4/2022,5375
A1XXXG,bill.butler@example.com,7569160859,2318,0,2636,Silver,Gold,8/29/2022,318
ISXXRH,lauren.saunders@example.org,3021688109,1530,0,4453,Gold,Gold,8/29/2022,2923
GZXXJB,tammy.carpenter@example.com,9431574136,31,0,124,Silver,Silver,8/10/2022,93
GMXX5E,danielle.warren@example.com,6946090097,396,0,4083,Gold,Gold,8/10/2022,3687
D0XXQ9,patrick.bruce@example.net,4793070132,1820,2861,6346,Diamond,Diamond,8/1/2022,7387
BRXXNR,jeremy.beasley@example.com,6148306213,2184,0,2859,Silver,Gold,8/1/2022,675
P7XXZL,scott.schneider@example.com,9538937064,781,0,871,Silver,Silver,8/5/2022,90
PFXXLF,michaela.ferrell@example.net,3821638333,417,0,2623,Gold,Gold,7/8/2022,2206
GDXXFT,ashley.kelly@example.com,5628572274,184,0,581,Silver,Silver,8/31/2022,397
CRXXBQ,connor.henderson@example.com,646091023,2593,0,3503,Silver,Gold,8/31/2022,910
LBXX6H,anthony.welch@example.org,4055426416,243,0,688,Silver,Silver,5/22/2022,445
EDXX7V,corey.buchanan@example.net,4137351654,216,0,236,Silver,Silver,5/22/2022,20
BMXX2R,brooke.young@example.org,3794395553,4047,0,5487,,Diamond,8/11/2022,1440
L4XXJX,nancy.rodriguez@example.com,3749898813,3065,0,7981,Gold,Diamond,8/11/2022,4916
BXXXZT,tamara.rodriguez@example.net,1897924378,48,287,406,Silver,Silver,8/21/2022,645
AWXX4H,joseph.romero@example.net,9423020802,2668,0,2674,Silver,Gold,8/21/2022,6
DFXXDV,paul.kemp@example.com,5949204937,23,0,115,Silver,Silver,6/5/2022,92
F3XXL5,marcus.herring@example.com,7899648938,4394,198,4594,Silver,Gold,6/5/2022,398
EEXXBX,stephen.robinson@example.org,8696747813,538,0,920,Silver,Silver,4/20/2022,382
I7XXFC,anthony.mack@example.com,8009485488,331,487,877,,Silver,2/7/2022,1033
CGXXMM,tammy.smith@example.net,6210079283,314,0,405,Silver,Silver,2/7/2022,91
I7XXFC,donna.williams@example.net,9483483,2337,0,13045,Platinum,Platinum,8/20/2022,10708
O8XX67,zachary.soto@example.com,1451804459,1046,0,3758,Gold,Gold,8/20/2022,2712
O8XX67,richard.hall@example.org,7034087443,190,0,227,Silver,Silver,7/24/2022,37
IXXXW3,noah.clark@example.net,4169702440,7,224,340,Silver,Silver,7/20/2022,557
FRXX6K,candace.kelly@example.com,8992518425,668,0,911,Silver,Silver,8/9/2022,243
CTXXRR,heather.rivera@example.net,4684478308,638,0,868,Silver,Silver,8/9/2022,230
FWXXNE,brian.landry@example.net,8644452511,444,0,478,Silver,Silver,8/28/2022,34
M6XXN9,michael.mills@example.com,5367493765,561,0,688,Silver,Silver,6/16/2022,127
FVXX06,beth.brooks@example.net,2481538739,19,0,526,Silver,Silver,6/16/2022,507
FVXX06,vincent.gonzalez@example.org,6254927260,15,0,219,Silver,Silver,8/16/2022,204
K3XXF3,kelsey.logan@example.net,1707607989,16,0,40,Silver,Silver,8/26/2022,24
IGXX6H,cameron.ramirez@example.com,5670585689,589,0,3391,Gold,Gold,8/29/2022,2802
L9XXR4,stephen.wilson@example.net,9132693986,1281,0,2133,Silver,Gold,8/29/2022,852
FYXX09,teresa.evans@example.org,8131057917,26,0,996,Silver,Silver,8/15/2022,970
MJXX31,patrick.stephenson@example.com,4010552944,309,0,343,Silver,Silver,8/15/2022,34
A1XXT6,dorothy.hill@example.com,9429308756,814,0,7387,Diamond,Diamond,9/16/2022,6573
NFXXF2,marissa.lara@example.com,9708814886,651,0,749,Silver,Silver,8/24/2022,98
C0XXG8,laura.elliott@example.com,1806366332,95,0,770,Silver,Silver,8/24/2022,675
CBXXH4,alexander.bishop@example.com,4358035112,20,0,25,Silver,Silver,7/3/2022,5
IQXXQR,amy.thomas@example.org,857506044,2095,0,4739,Gold,Gold,7/3/2022,2644
HZXXZJ,rebecca.jackson@example.org,2683355719,78,0,802,Silver,Silver,8/20/2022,724
IQXXQR,barbara.hunt@example.com,4343560146,165,0,700,Silver,Silver,8/20/2022,535
CCXX32,justin.davis@example.net,3179768408,144,0,323,Silver,Silver,6/7/2022,179
FEXXZ2,david.holmes@example.net,444842190,2571,0,4262,,Gold,6/7/2022,1691
NGXX6N,noah.wise@example.com,6212854118,353,0,993,Silver,Silver,9/8/2022,640
CLXX64,jacob.stevens@example.com,6218246954,345,0,371,Silver,Silver,9/8/2022,26
EFXX5K,steven.robinson@example.com,3127580047,148,0,235,Silver,Silver,8/31/2022,87
MTXXLS,courtney.olson@example.org,147613642,105,0,193,Silver,Silver,4/11/2022,88
ABXX2T,donna.oconnell@example.net,4756453125,70,0,254,Silver,Silver,4/11/2022,184
CKXXTL,eric.simpson@example.com,2258198425,209,0,734,Silver,Silver,6/20/2022,525
LJXXMP,natalie.brewer@example.net,4004519066,350,0,408,Silver,Silver,6/20/2022,58
LJXXMP,christopher.knapp@example.net,3486203293,2338,0,4361,Gold,Gold,8/3/2022,2023
D5XX5S,stacy.adkins@example.com,4069775859,15,0,761,Silver,Silver,6/22/2022,746
NCXX5M,sabrina.benitez@example.com,3403998988,255,328,730,Silver,Silver,6/22/2022,803
A9XXJE,michael.gregory@example.com,5433083948,2950,0,3015,Silver,Gold,6/27/2022,65
CFXXN9,erin.adams@example.com,7960323518,3596,0,4460,Silver,Gold,6/27/2022,864
PCXXJD,john.king@example.org,1545454765,903,0,3878,Gold,Gold,7/5/2022,2975
PCXXJD,diana.robinson@example.net,8521481325,1370,0,3833,Gold,Gold,7/5/2022,2463
FZXXLF,michael.cooper@example.net,9954626163,355,0,806,Silver,Silver,8/16/2022,451
GXXXM1,michael.moreno@example.net,7298761333,413,0,697,Silver,Silver,8/16/2022,284
HTXXFV,jason.jarvis@example.org,9216713721,240,121,364,Silver,Silver,8/28/2022,245
P2XXVW,travis.williams@example.com,9315637712,210,0,283,Silver,Silver,6/30/2022,73
GXXXM1,elizabeth.thompson@example.org,8450234402,409,0,567,Silver,Silver,6/30/2022,158
INXXPD,krista.hawkins@example.com,1576211905,830,0,2760,,Gold,8/11/2022,1930
INXXPD,ann.fletcher@example.com,3082438826,511,0,743,Silver,Silver,8/11/2022,232
P2XX8Q,carly.ryan@example.net,7725258531,1781,0,3271,,Gold,8/26/2022,1490
AZXXZK,caitlin.avila@example.org,5280345731,358,0,644,Silver,Silver,8/26/2022,286
AZXXZK,eric.stewart@example.org,8026449187,129,0,2038,,Gold,8/27/2022,1909
D8XX97,john.nguyen@example.org,9808723685,4393,0,4982,Silver,Gold,8/27/2022,589
FXXXP4,lori.herrera@example.org,5724888195,26,82,108,Silver,Silver,2/18/2022,164
FXXXP4,steven.li@example.org,8002826467,175,0,952,Silver,Silver,9/16/2022,777
NNXXJX,robin.bowman@example.com,2047071542,204,0,3177,Gold,Gold,9/16/2022,2973
CPXXZM,tanya.williams@example.net,4112264744,647,0,2625,,Gold,8/3/2022,1978
I6XX4B,brittany.mata@example.com,7296033980,262,327,773,Silver,Silver,8/3/2022,838
I6XX4B,michelle.mccann@example.com,8360093395,196,0,409,Silver,Silver,7/15/2022,213
P8XX2P,theodore.wright@example.net,637986441,60,0,400,Silver,Silver,1/1/2022,340
P0XXRG,angela.turner@example.com,2004982100,49,0,2158,Gold,Gold,1/1/2022,2109
M1XX37,daniel.owens@example.net,4841123533,3652,0,4815,,Gold,6/14/2022,1163
M1XX37,benjamin.williams@example.org,33883487,412,0,722,Silver,Silver,6/14/2022,310
K2XX5V,heidi.steele@example.com,2030410125,170,157,487,Silver,Silver,4/5/2022,474
K2XX5V,rachel.bennett@example.com,7750813527,466,0,705,Silver,Silver,4/5/2022,239
B4XXYB,joseph.thomas@example.com,5903260644,271,0,660,Silver,Silver,9/6/2022,389
LBXXMH,christina.thompson@example.org,8007114024,459,0,670,Silver,Silver,9/6/2022,211
MQXXLY,gregory.lawson@example.net,9080666396,797,1136,3260,Gold,Gold,6/16/2022,3599
MQXXLY,rebecca.page@example.com,7592373779,128,76,204,Silver,Silver,6/16/2022,152
NTXXGH,kristina.reeves@example.net,6988213426,210,0,304,Silver,Silver,8/10/2022,94
LHXX1P,donald.parker@example.net,1861691923,52,0,244,Silver,Silver,8/10/2022,192
CZXX4D,holly.richards@example.org,6002513582,340,0,4979,Gold,Gold,8/5/2022,4639
F5XXNT,james.brown@example.org,9176786079,165,0,321,Silver,Silver,8/5/2022,156
J5XXZS,jessica.randolph@example.org,6919451168,437,0,706,Silver,Silver,7/11/2022,269
FMXX2J,monica.gonzalez@example.net,7177563688,167,0,168,Silver,Silver,7/11/2022,1
L1XX28,anthony.martinez@example.net,8085761495,1127,0,3827,Gold,Gold,8/10/2022,2700
AEXXPN,carrie.watson@example.net,4462777823,1600,0,6267,Gold,Diamond,8/10/2022,4667
BDXXPX,mackenzie.skinner@example.org,166374422,6,0,24,Silver,Silver,9/6/2022,18
D5XXCS,andrew.simon@example.com,5136842123,782,0,15380,Platinum,Platinum,9/6/2022,14598
MQXXDP,zachary.mitchell@example.org,5149477209,9,0,71,Silver,Silver,2/19/2022,62
O4XXF4,amy.meyer@example.org,1135331373,119,0,211,Silver,Silver,2/19/2022,92
JRXX26,vincent.collier@example.org,7911239418,3849,0,6085,Gold,Diamond,6/27/2022,2236
F1XXC3,juan.fitzgerald@example.org,5090325339,1258,0,4026,Gold,Gold,6/27/2022,2768
DGXXKE,james.olson@example.org,6573548871,342,0,440,Silver,Silver,8/6/2022,98
HEXXG1,eugene.hernandez@example.net,1903279952,2523,0,6853,Gold,Diamond,8/6/2022,4330
BKXXSX,mary.murphy@example.org,4398233510,202,0,970,Silver,Silver,5/29/2022,768
BJXXQJ,michael.woods@example.org,7417279378,3879,0,9634,Diamond,Diamond,4/6/2022,5755
IEXXEB,william.cox@example.com,1589867544,393,202,648,Silver,Silver,4/6/2022,457
A4XXJ9,ethan.watkins@example.net,4936954354,6,0,5647,Diamond,Diamond,8/13/2022,5641
A4XXJ9,dorothy.weiss@example.com,6812748887,14,0,96,Silver,Silver,8/13/2022,82
PRXXWW,walter.davis@example.com,8420882722,6290,0,8174,,Diamond,8/28/2022,1884
N4XX2W,casey.smith@example.org,2621270140,308,11,319,Silver,Silver,8/28/2022,22
IHXXTQ,rebecca.ross@example.com,1475942859,46,0,49,Silver,Silver,8/6/2022,3
O1XX4E,jennifer.cruz@example.net,3216128939,3054,0,9155,Diamond,Diamond,8/6/2022,6101
O1XX4E,robert.cruz@example.com,7839396559,3090,0,3510,Silver,Gold,8/26/2022,420
B0XXYQ,christine.tyler@example.org,8666427632,330,0,536,Silver,Silver,8/26/2022,206
B0XXYQ,sarah.brown@example.com,6537659569,8363,0,8896,Silver,Diamond,6/22/2022,533
F2XXDY,juan.price@example.org,3929650722,388,0,510,Silver,Silver,6/22/2022,122
L9XX3N,timothy.nguyen@example.net,8328835827,360,61,421,Silver,Silver,7/24/2022,122
B6XXXG,yolanda.quinn@example.org,8115884911,260,133,413,Silver,Silver,7/24/2022,286
N9XXJM,joanne.russell@example.com,3003149492,1600,0,4973,Gold,Gold,9/6/2022,3373
N0XXB7,sarah.stewart@example.org,8894119410,449,254,945,Silver,Silver,9/6/2022,750
E7XXPE,alexandra.jenkins@example.net,5403258659,56,0,632,Silver,Silver,8/8/2022,576
CFXX4G,shawn.brown@example.net,2293181757,384,0,886,Silver,Silver,8/8/2022,502
CFXX4G,matthew.jackson@example.net,7012595454,94,0,365,Silver,Silver,6/8/2022,271
HDXX4R,trevor.jackson@example.org,1190999983,49,0,924,Silver,Silver,6/8/2022,875
HDXX4R,kevin.young@example.org,5479474648,270,0,601,Silver,Silver,9/8/2022,331
JPXXR7,jessica.jordan@example.com,4894248171,3880,0,6350,Gold,Diamond,9/8/2022,2470
MZXX53,james.rojas@example.org,3903737195,1299,0,7637,Diamond,Diamond,6/28/2022,6338
MZXX53,james.rice@example.net,6556724070,163,0,627,Silver,Silver,6/28/2022,464
H5XX8J,nathaniel.brown@example.net,2979137898,2932,0,4101,,Gold,8/21/2022,1169
M7XX7M,lisa.white@example.net,7658369392,141,0,696,Silver,Silver,8/21/2022,555
M7XX7M,aaron.barrett@example.org,8675695632,160,190,413,Silver,Silver,7/27/2022,443
CMXXS7,jennifer.thompson@example.net,1486763436,127,0,248,Silver,Silver,7/27/2022,121
NLXXP8,melissa.davis@example.org,8285854418,656,0,2931,Gold,Gold,7/26/2022,2275
NZXXHQ,diane.jones@example.org,9333187736,1387,1281,4376,Gold,Gold,7/26/2022,4270
LCXXPR,jennifer.jones@example.net,158383864,21506,0,22205,Silver,Platinum,8/30/2022,699
C2XXV8,pamela.sanchez@example.net,8982256827,1422,0,2781,,Gold,8/30/2022,1359
BSXXCH,carol.swanson@example.net,3566039424,217,0,568,Silver,Silver,9/11/2021,351
BSXXCH,yvonne.thompson@example.com,5027967161,210,0,344,Silver,Silver,9/11/2021,134
L2XXBC,shane.villa@example.com,3866889142,1073,0,4158,Gold,Gold,8/13/2022,3085
ESXXD2,william.smith@example.com,222944552,266,0,273,Silver,Silver,3/20/2022,7
IZXXLW,deborah.miller@example.net,7232031621,1282,0,2778,,Gold,3/20/2022,1496
PTXXV3,joseph.oconnell@example.com,4734323152,1618,0,2038,Silver,Gold,8/18/2021,420
ECXXTM,meghan.meza@example.com,5472899531,45,0,192,Silver,Silver,10/23/2021,147
C6XX27,anna.johnson@example.com,8101392434,357,0,538,Silver,Silver,8/6/2022,181
NYXX50,nicole.kerr@example.com,8509303637,1014,0,4724,Gold,Gold,8/6/2022,3710
A5XXE8,katelyn.reid@example.org,2357167976,571,0,922,Silver,Silver,7/11/2022,351
G3XXXX,susan.flowers@example.com,9867504269,133,0,730,Silver,Silver,7/11/2022,597
HBXX40,michelle.johnson@example.org,387202394,17,0,546,Silver,Silver,7/11/2022,529
ANXXCB,jared.peterson@example.net,1814735595,696,0,8430,Diamond,Diamond,9/6/2022,7734
N3XXG8,tamara.hill@example.net,2782445308,213,0,779,Silver,Silver,9/6/2022,566
N3XXG8,ryan.garcia@example.com,6303005292,1871,0,2076,Silver,Gold,8/10/2022,205
AZXXZW,benjamin.white@example.org,4796352264,547,0,987,Silver,Silver,8/10/2022,440
DYXXCM,rebecca.flores@example.com,5769417754,2557,0,4512,,Gold,8/10/2022,1955
OMXX8Z,thomas.davis@example.com,6362455162,57,0,275,Silver,Silver,9/23/2022,218
FKXXJB,lisa.ortiz@example.net,2359701847,70,0,133,Silver,Silver,9/23/2022,63
NVXXYE,gerald.williams@example.com,3897946181,172,0,655,Silver,Silver,1/10/2022,483
I5XXET,steven.sanchez@example.org,4632286283,112,0,293,Silver,Silver,1/10/2022,181
DDXXYK,kelsey.davis@example.com,2848073295,722,0,840,Silver,Silver,9/20/2022,118
BLXX6J,victor.hartman@example.org,8809299546,78,0,363,Silver,Silver,4/28/2022,285
E5XXXT,norman.hall@example.net,2402195079,148,101,292,Silver,Silver,4/28/2022,245
C2XX3K,martin.curtis@example.net,8213610284,27,0,849,Silver,Silver,8/23/2022,822
NSXX3K,nicholas.bush@example.org,9226800629,1,0,367,Silver,Silver,8/23/2022,366
B0XXE8,sean.gonzales@example.org,8770153289,36,0,135,Silver,Silver,8/19/2022,99
DJXXMM,rita.torres@example.com,1481975862,16,16,32,Silver,Silver,8/19/2022,32
NCXXNN,vanessa.williamson@example.org,39279170,3266,0,3373,Silver,Gold,3/24/2022,107
IVXXZW,tanya.juarez@example.org,779321639,300,0,918,Silver,Silver,3/24/2022,618
N0XXJT,robert.dickerson@example.net,3504659940,492,0,818,Silver,Silver,7/26/2022,326
F9XX1S,russell.mullins@example.net,1790196054,2420,0,4711,Gold,Gold,7/26/2022,2291
N2XXWJ,stephanie.thomas@example.org,1374245744,234,0,799,Silver,Silver,9/5/2022,565
IEXXF5,kristie.harvey@example.org,8159063906,2266,0,2703,Silver,Gold,9/5/2022,437
IEXXF5,emily.allen@example.org,2414863225,174,0,635,Silver,Silver,9/5/2022,461
HCXX5R,lindsey.castillo@example.net,3069604057,137,0,180,Silver,Silver,9/5/2022,43
MMXXGV,thomas.carter@example.com,8896781338,315,0,577,Silver,Silver,9/7/2022,262
MMXXGV,misty.gonzalez@example.com,8431419596,905,0,3087,Gold,Gold,9/7/2022,2182
C9XX1K,stacy.miller@example.net,4559560990,370,0,913,Silver,Silver,9/7/2022,543
MPXXDY,martin.logan@example.com,1670005362,201,0,876,Silver,Silver,9/7/2022,675
K0XXRB,george.moyer@example.net,7602157541,247,0,808,Silver,Silver,6/28/2022,561
LGXX41,mary.rangel@example.net,2907893606,50,0,893,Silver,Silver,6/28/2022,843
LGXX41,edwin.baker@example.net,8350722001,229,0,619,Silver,Silver,9/20/2022,390
NLXX8K,kristine.robertson@example.org,9559877959,650,0,7667,Diamond,Diamond,9/20/2022,7017
BHXX8J,michelle.jones@example.org,4763149968,564,0,4009,Gold,Gold,9/20/2022,3445
ASXXD6,kelly.jacobs@example.net,4957552103,2387,0,4348,,Gold,9/11/2022,1961
D8XXZ2,bridget.waller@example.com,9762376576,103,0,134,Silver,Silver,9/11/2022,31
